id;territory_type;r;g;b;name;owner
2263;land;236;108;240;NONE;NONE
2264;land;80;198;146;NONE;TUR
2265;land;248;103;178;NONE;NONE
2266;land;105;210;126;NONE;KOR
2267;land;75;162;21;NONE;BRE
2268;land;142;185;187;NONE;TIM
2269;land;97;54;49;NONE;NONE
2270;land;215;9;156;NONE;HES
2271;land;167;168;141;NONE;NONE
2272;land;172;185;65;NONE;HUN
2273;land;48;113;15;NONE;SWE
2274;land;189;187;200;NONE;GEO
2275;land;210;232;151;NONE;NONE
2276;land;233;102;139;NONE;MAN
2277;land;36;248;5;NONE;GOL
2278;land;200;190;141;NONE;KHA
2279;land;209;154;164;NONE;NONE
2280;land;177;90;206;NONE;NONE
2281;land;79;62;181;NONE;GRA
2282;land;220;102;113;NONE;NONE
2283;land;211;190;115;NONE;NONE
2284;land;218;225;69;NONE;HUN
2285;land;11;61;134;NONE;NONE
2286;land;28;33;201;NONE;NONE
2287;land;167;3;144;NONE;NONE
2288;land;207;97;222;NONE;ENG
2289;land;5;145;185;NONE;NONE
2290;land;55;19;186;NONE;NONE
2291;land;199;33;158;NONE;NONE
2292;land;154;78;232;NONE;WUR
2293;land;83;52;63;NONE;BUR
2294;land;10;209;200;NONE;NONE
2295;land;134;124;248;NONE;TIM
2296;land;56;107;25;NONE;SWE
2297;land;75;151;76;NONE;NOV
2298;land;191;143;17;NONE;SWE
2299;land;206;32;185;NONE;GOL
2300;land;115;241;252;NONE;LIV
2301;land;91;188;39;NONE;FRA
2302;land;30;206;71;NONE;CAS
2303;land;69;116;126;NONE;NONE
2304;land;1;239;150;NONE;FER
2305;land;44;41;211;NONE;NONE
2306;land;171;242;79;NONE;INC
2307;land;199;82;91;NONE;NONE
2308;land;89;216;216;NONE;GEN
2309;land;125;199;65;NONE;NONE
2310;land;229;202;79;NONE;DLI
2311;land;110;47;94;NONE;MOS
2312;land;24;122;236;NONE;NONE
2313;land;19;85;145;NONE;NONE
2314;land;138;73;38;NONE;DLI
2315;land;206;7;228;NONE;NONE
2316;land;209;226;134;NONE;NONE
2317;land;138;219;69;NONE;GOL
2318;land;132;173;185;NONE;NONE
2319;land;28;242;198;NONE;NONE
2320;land;132;2;249;NONE;NONE
2321;land;150;83;182;NONE;DLI
2322;land;190;123;87;NONE;NONE
2323;land;81;15;234;NONE;SAV
2324;land;18;229;105;NONE;GOL
2325;land;116;227;37;NONE;KHA
2326;land;217;226;193;NONE;NONE
2327;land;239;180;39;NONE;ENG
2328;land;253;243;21;NONE;POR
2329;land;62;134;26;NONE;NONE
2330;land;165;151;4;NONE;NONE
2331;land;184;225;130;NONE;NONE
2332;land;234;57;40;NONE;NONE
2333;land;93;135;247;NONE;NOG
2334;land;171;205;186;NONE;NONE
2335;land;13;196;98;NONE;NONE
2336;land;212;80;3;NONE;NONE
2337;land;59;177;53;NONE;NONE
2338;land;64;41;156;NONE;NONE
2339;land;69;150;191;NONE;NONE
2340;land;75;9;167;NONE;BRA
2341;land;95;157;63;NONE;NONE
2342;land;31;201;104;NONE;NONE
2343;land;34;123;135;NONE;NONE
2344;land;163;201;76;NONE;QAR
2345;land;28;129;121;NONE;MNG
2346;land;151;66;187;NONE;ETH
2347;land;38;64;198;NONE;NOG
2348;land;202;68;192;NONE;NONE
2349;land;185;51;14;NONE;HAB
2350;land;168;219;50;NONE;NONE
2351;land;9;112;64;NONE;NONE
2352;land;231;166;77;NONE;NONE
2353;land;181;203;6;NONE;NONE
2354;land;77;46;177;NONE;NONE
2355;land;72;133;115;NONE;NONE
2356;land;225;42;0;NONE;BUR
2357;land;237;49;83;NONE;ARA
2358;land;198;223;197;NONE;CRI
2359;land;232;6;82;NONE;LIT
2360;land;18;178;76;NONE;NONE
2361;land;245;203;174;NONE;TUR
2362;land;78;107;21;NONE;NONE
2363;land;77;47;160;NONE;TIM
2364;land;179;243;97;NONE;NONE
2365;land;130;169;34;NONE;CAS
2366;land;61;4;88;NONE;NONE
2367;land;211;56;147;NONE;TIM
2368;land;108;214;48;NONE;NONE
2369;land;221;55;240;NONE;NONE
2370;land;100;121;112;NONE;WAL
2371;land;245;104;163;NONE;NONE
2372;land;56;228;233;NONE;NONE
2373;land;189;136;218;NONE;PAP
2374;land;225;82;238;NONE;NONE
2375;land;169;53;44;NONE;FRA
2376;land;168;199;204;NONE;NONE
2377;land;3;59;225;NONE;KHA
2378;land;67;34;150;NONE;MNG
2379;land;98;136;17;NONE;TUR
2380;land;117;41;106;NONE;MNG
2381;land;250;158;35;NONE;NONE
2382;land;203;89;68;NONE;NONE
2383;land;173;107;115;NONE;NONE
2384;land;232;216;178;NONE;HUN
2385;land;213;88;238;NONE;INC
2386;land;45;85;184;NONE;SER
2387;land;188;136;148;NONE;NONE
2388;land;222;173;227;NONE;DLI
2389;land;222;151;77;NONE;MNG
2390;land;94;111;150;NONE;NUM
2391;land;133;208;36;NONE;NONE
2392;land;109;250;231;NONE;NONE
2393;land;3;19;119;NONE;DLI
2394;land;79;139;146;NONE;NONE
2395;land;206;102;69;NONE;NONE
2396;land;11;178;255;NONE;NONE
2397;land;79;96;104;NONE;NONE
2398;land;1;174;185;NONE;NONE
2399;land;166;221;46;NONE;NONE
2400;land;182;208;136;NONE;NONE
2401;land;168;157;20;NONE;INC
2402;land;183;133;113;NONE;TIB
2403;land;57;106;213;NONE;NONE
2404;land;155;165;186;NONE;PAP
2405;land;174;53;244;NONE;KHA
2406;land;84;152;158;NONE;INC
2407;land;115;208;49;NONE;KHA
2408;land;190;73;219;NONE;NONE
2409;land;53;26;42;NONE;NONE
2410;land;190;54;228;NONE;NONE
2411;land;202;183;165;NONE;NONE
2412;land;233;20;96;NONE;NONE
2413;land;145;22;106;NONE;GOL
2414;land;50;231;181;NONE;AZT
2415;land;13;79;183;NONE;NONE
2416;land;166;66;47;NONE;NONE
2417;land;53;111;55;NONE;NONE
2418;land;6;109;60;NONE;NONE
2419;land;191;19;55;NONE;BOS
2420;land;19;138;234;NONE;NONE
2421;land;220;2;238;NONE;NAP
2422;land;181;18;228;NONE;TUN
2423;land;220;17;110;NONE;NONE
2424;land;70;144;170;NONE;TIM
2425;land;239;255;63;NONE;KHA
2426;land;48;220;18;NONE;NONE
2427;land;16;53;39;NONE;NONE
2428;land;141;241;230;NONE;NONE
2429;land;244;255;159;NONE;DLI
2430;land;132;90;75;NONE;KHA
2431;land;109;159;104;NONE;EGY
2432;land;5;243;216;NONE;NONE
2433;land;219;205;133;NONE;EGY
2434;land;85;70;164;NONE;NONE
2435;land;46;168;212;NONE;MNG
2436;land;210;102;238;NONE;NONE
2437;land;92;5;144;NONE;NONE
2438;land;189;48;32;NONE;NONE
2439;land;210;156;160;NONE;NONE
2440;land;176;150;142;NONE;NONE
2441;land;108;217;247;NONE;BOS
2442;land;99;234;170;NONE;NONE
2443;land;65;209;84;NONE;NONE
2444;land;110;56;22;NONE;NONE
2445;land;74;28;237;NONE;NONE
2446;land;7;38;212;NONE;LIT
2447;land;4;124;23;NONE;ARA
2448;land;148;74;207;NONE;TIM
2449;land;150;165;0;NONE;NOV
2450;land;103;141;70;NONE;NONE
2451;land;176;16;166;NONE;QAR
2452;land;32;79;255;NONE;NONE
2453;land;204;210;225;NONE;NONE
2454;land;126;253;194;NONE;NONE
2455;land;98;69;57;NONE;MNG
2456;land;149;39;251;NONE;KHA
2457;land;117;60;47;NONE;NONE
2458;land;7;214;222;NONE;EGY
2459;land;159;205;39;NONE;NONE
2460;land;136;123;15;NONE;NONE
2461;land;110;181;28;NONE;KHA
2462;land;218;13;41;NONE;BRA
2463;land;89;50;167;NONE;NONE
2464;land;113;142;86;NONE;NONE
2465;land;75;193;246;NONE;DLI
2466;land;17;125;203;NONE;DLI
2467;land;162;194;249;NONE;CRI
2468;land;82;106;133;NONE;DLI
2469;land;187;20;122;NONE;QAR
2470;land;114;217;67;NONE;NONE
2471;land;152;234;10;NONE;BUR
2472;land;142;86;24;NONE;VEN
2473;land;118;133;187;NONE;DLI
2474;land;45;8;44;NONE;NONE
2475;land;214;217;28;NONE;NONE
2476;land;49;136;110;NONE;TEU
2477;land;43;163;125;NONE;NONE
2478;land;220;189;180;NONE;NONE
2479;land;148;175;42;NONE;NONE
2480;land;115;194;198;NONE;NONE
2481;land;184;250;85;NONE;FRA
2482;land;175;228;212;NONE;NONE
2483;land;129;222;215;NONE;TUR
2484;land;249;121;46;NONE;DLI
2485;land;87;65;93;NONE;CAS
2486;land;194;99;122;NONE;PAL
2487;land;173;176;113;NONE;INC
2488;land;69;225;169;NONE;MOS
2489;land;24;86;120;NONE;NONE
2490;land;148;127;39;NONE;NONE
2491;land;34;42;133;NONE;NOG
2492;land;244;12;97;NONE;NONE
2493;land;197;231;240;NONE;NONE
2494;land;129;0;243;NONE;INC
2495;land;173;173;178;NONE;NONE
2496;land;172;68;91;NONE;NONE
2497;land;157;152;217;NONE;LIT
2498;land;145;237;166;NONE;KHA
2499;land;97;15;89;NONE;TUR
2500;land;147;181;12;NONE;TIB
2501;land;218;119;172;NONE;TIM
2502;land;177;194;191;NONE;BOS
2503;land;100;55;13;NONE;TUR
2504;land;96;39;98;NONE;NONE
2505;land;12;10;254;NONE;INC
2506;land;235;194;169;NONE;ENG
2507;land;145;54;31;NONE;NONE
2508;land;65;113;236;NONE;BOH
2509;land;192;109;70;NONE;MOR
2510;land;55;24;241;NONE;NONE
2511;land;3;44;22;NONE;NONE
2512;land;27;109;218;NONE;NONE
2513;land;223;4;28;NONE;NONE
2514;land;231;114;26;NONE;ULS
2515;land;29;60;15;NONE;NONE
2516;land;240;168;79;NONE;TIM
2517;land;235;55;48;NONE;NONE
2518;land;174;136;86;NONE;NOR
2519;land;211;234;97;NONE;MNG
2520;land;238;94;57;NONE;NONE
2521;land;160;10;107;NONE;MOS
2522;land;168;198;125;NONE;NONE
2523;land;155;250;154;NONE;DLI
2524;land;254;145;57;NONE;NONE
2525;land;174;127;34;NONE;NONE
2526;land;52;142;90;NONE;NONE
2527;land;117;163;209;NONE;NONE
2528;land;158;141;102;NONE;ENG
2529;land;27;171;182;NONE;NONE
2530;land;73;204;111;NONE;DLI
2531;land;253;201;158;NONE;FRA
2532;land;225;184;148;NONE;NONE
2533;land;62;181;120;NONE;NONE
2534;land;178;6;233;NONE;KHA
2535;land;191;94;250;NONE;TIB
2536;land;105;160;8;NONE;TIM
2537;land;116;50;148;NONE;MNG
2538;land;110;134;64;NONE;NONE
2539;land;73;118;82;NONE;MOS
2540;land;163;220;89;NONE;ETH
2541;land;223;159;63;NONE;NONE
2542;land;94;150;169;NONE;KHA
2543;land;87;195;254;NONE;MNG
2544;land;106;4;229;NONE;NONE
2545;land;177;214;3;NONE;NONE
2546;land;67;109;47;NONE;NONE
2547;land;52;224;223;NONE;NONE
2548;land;254;2;24;NONE;CAS
2549;land;77;5;94;NONE;NONE
2550;land;30;124;125;NONE;ATH
2551;land;105;157;28;NONE;NONE
2552;land;169;27;217;NONE;MNG
2553;land;192;80;89;NONE;NONE
2554;land;8;115;179;NONE;NONE
2555;land;194;236;95;NONE;VEN
2556;land;126;206;9;NONE;NONE
2557;land;186;244;28;NONE;NONE
2558;land;189;26;117;NONE;CRI
2559;land;6;62;221;NONE;NONE
2560;land;228;185;32;NONE;NONE
2561;land;153;47;102;NONE;TUR
2562;land;251;251;62;NONE;TIM
2563;land;89;16;62;NONE;DLI
2564;land;191;89;189;NONE;NONE
2565;land;149;215;115;NONE;AZT
2566;land;196;184;32;NONE;NONE
2567;land;221;0;78;NONE;NONE
2568;land;123;30;79;NONE;NONE
2569;land;189;179;204;NONE;CRI
2570;land;249;170;92;NONE;CAS
2571;land;223;47;251;NONE;BRG
2572;land;231;226;232;NONE;TIB
2573;land;29;49;172;NONE;NONE
2574;land;66;3;51;NONE;NONE
2575;land;105;6;114;NONE;FRA
2576;land;182;50;146;NONE;TIM
2577;land;159;166;163;NONE;TIM
2578;land;248;92;40;NONE;NONE
2579;land;81;10;201;NONE;TUN
2580;land;97;177;86;NONE;NONE
2581;land;1;18;93;NONE;NONE
2582;land;35;219;131;NONE;NONE
2583;land;147;116;222;NONE;NONE
2584;land;14;104;212;NONE;NONE
2585;land;191;133;13;NONE;KHA
2586;land;135;152;208;NONE;NONE
2587;land;241;120;164;NONE;MNG
2588;land;14;89;24;NONE;SCO
2589;land;94;132;124;NONE;KHA
2590;land;34;183;48;NONE;NONE
2591;land;127;227;49;NONE;NONE
2592;land;228;195;239;NONE;NONE
2593;land;52;241;172;NONE;HAB
2594;land;181;19;19;NONE;NONE
2595;land;161;94;229;NONE;DAN
2596;land;56;66;186;NONE;TUR
2597;land;159;82;36;NONE;KOL
2598;land;165;75;136;NONE;BRA
2599;land;10;18;142;NONE;NONE
2600;land;113;143;35;NONE;ETH
2601;land;24;56;179;NONE;NONE
2602;land;212;22;62;NONE;NONE
2603;land;183;90;155;NONE;JAP
2604;land;58;140;126;NONE;TUR
2605;land;167;231;113;NONE;NONE
2606;land;16;149;252;NONE;NONE
2607;land;175;98;41;NONE;NONE
2608;land;122;55;226;NONE;MNG
2609;land;65;225;132;NONE;TUR
2610;land;89;208;164;NONE;MOS
2611;land;26;199;47;NONE;NONE
2612;land;94;128;2;NONE;NONE
2613;land;64;199;160;NONE;NONE
2614;land;103;197;241;NONE;NONE
2615;land;178;152;11;NONE;NONE
2616;land;98;35;173;NONE;NONE
2617;land;236;214;68;NONE;MNG
2618;land;244;144;119;NONE;NONE
2619;land;3;2;173;NONE;SWE
2620;land;90;6;87;NONE;KOR
2621;land;14;119;98;NONE;CRO
2622;land;251;104;33;NONE;ENG
2623;land;89;55;96;NONE;BYT
2624;land;138;101;28;NONE;NONE
2625;land;225;214;197;NONE;NONE
2626;land;205;62;173;NONE;BOH
2627;land;228;253;72;NONE;TIB
2628;land;232;12;52;NONE;INC
2629;land;154;184;238;NONE;NONE
2630;land;252;12;227;NONE;DLI
2631;land;180;48;188;NONE;NONE
2632;land;230;138;111;NONE;NONE
2633;land;158;26;125;NONE;WAL
2634;land;5;218;132;NONE;NONE
2635;land;23;108;168;NONE;GOL
2636;land;150;108;216;NONE;NONE
2637;land;218;177;6;NONE;STE
2638;land;131;103;122;NONE;NONE
2639;land;90;3;3;NONE;NONE
2640;land;216;215;248;NONE;NONE
2641;land;251;60;226;NONE;INC
2642;land;79;78;45;NONE;POR
2643;land;50;131;195;NONE;DLI
2644;land;20;164;53;NONE;NONE
2645;land;215;161;213;NONE;KHA
2646;land;108;235;203;NONE;LIT
2647;land;33;251;30;NONE;NONE
2648;land;165;54;59;NONE;AZT
2649;land;6;206;233;NONE;NOV
2650;land;139;2;153;NONE;NONE
2651;land;223;28;69;NONE;MNG
2652;land;181;66;125;NONE;NONE
2653;land;52;150;207;NONE;MNG
2654;land;71;144;215;NONE;NONE
2655;land;202;166;225;NONE;EGY
2656;land;219;34;93;NONE;NONE
2657;land;224;44;51;NONE;NONE
2658;land;67;180;96;NONE;TIM
2659;land;155;138;29;NONE;SIL
2660;land;141;186;14;NONE;NONE
2661;land;255;139;123;NONE;NONE
2662;land;8;170;10;NONE;NONE
2663;land;155;158;71;NONE;NONE
2664;land;105;79;6;NONE;SLN
2665;land;151;105;190;NONE;NONE
2666;land;97;104;95;NONE;NONE
2667;land;167;137;165;NONE;EGY
2668;land;238;130;57;NONE;KHA
2669;land;155;101;151;NONE;NONE
2670;land;80;20;178;NONE;SWE
2671;land;247;50;201;NONE;BRI
2672;land;138;215;67;NONE;NONE
2673;land;200;32;19;NONE;NONE
2674;land;101;84;50;NONE;AZT
2675;land;67;198;214;NONE;NONE
2676;land;188;10;241;NONE;NONE
2677;land;222;92;246;NONE;ARA
2678;land;197;220;187;NONE;EGY
2679;land;50;236;39;NONE;NONE
2680;land;94;220;69;NONE;MNG
2681;land;167;219;167;NONE;KHA
2682;land;155;72;82;NONE;KHA
2683;land;182;112;199;NONE;QAR
2684;land;162;120;59;NONE;NONE
2685;land;180;204;150;NONE;NONE
2686;land;144;207;92;NONE;NONE
2687;land;114;91;1;NONE;NONE
2688;land;248;207;54;NONE;NONE
2689;land;58;236;191;NONE;KHA
2690;land;150;186;169;NONE;HOL
2691;land;214;137;16;NONE;NONE
2692;land;80;224;225;NONE;NONE
2693;land;71;124;22;NONE;TIM
2694;land;42;30;154;NONE;DLI
2695;land;168;243;123;NONE;NONE
2696;land;41;198;67;NONE;NONE
2697;land;110;252;192;NONE;GOL
2698;land;251;176;52;NONE;MAI
2699;land;156;75;24;NONE;NONE
2700;land;43;246;60;NONE;BOH
2701;land;162;135;60;NONE;NONE
2702;land;217;74;10;NONE;DLI
2703;land;139;176;150;NONE;INC
2704;land;252;101;151;NONE;NONE
2705;land;122;209;94;NONE;POL
2706;land;135;157;69;NONE;NONE
2707;land;10;75;67;NONE;NONE
2708;land;204;242;116;NONE;NONE
2709;land;42;49;142;NONE;NONE
2710;land;244;171;249;NONE;SWE
2711;land;104;214;239;NONE;TUR
2712;land;31;215;253;NONE;NONE
2713;land;221;4;30;NONE;TUR
2714;land;228;237;134;NONE;NONE
2715;land;78;156;193;NONE;NONE
2716;land;119;86;40;NONE;MOL
2717;land;73;152;54;NONE;BYZ
2718;land;179;67;200;NONE;LAU
2719;land;138;178;119;NONE;NONE
2720;land;122;160;201;NONE;EFR
2721;land;138;36;249;NONE;EGY
2722;land;191;53;87;NONE;DLI
2723;land;75;232;63;NONE;LIT
2724;land;160;236;189;NONE;NONE
2725;land;55;230;37;NONE;CRI
2726;land;145;23;128;NONE;MNG
2727;land;75;1;38;NONE;NONE
2728;land;243;88;169;NONE;NONE
2729;land;86;224;98;NONE;NONE
2730;land;7;230;56;NONE;TFL
2731;land;183;82;217;NONE;NONE
2732;land;235;194;39;NONE;SWE
2733;land;39;233;48;NONE;LIV
2734;land;229;116;71;NONE;MOR
2735;land;252;230;52;NONE;NONE
2736;land;216;20;144;NONE;MOS
2737;land;186;218;160;NONE;NONE
2738;land;197;14;71;NONE;KHA
2739;land;207;41;79;NONE;DLI
2740;land;239;168;150;NONE;NONE
2741;land;126;231;88;NONE;NONE
2742;land;140;183;184;NONE;FRA
2743;land;96;39;131;NONE;NONE
2744;land;91;228;238;NONE;BOH
2745;land;119;39;148;NONE;NONE
2746;land;177;161;59;NONE;NONE
2747;land;54;108;236;NONE;NONE
2748;land;221;176;100;NONE;NONE
2749;land;127;90;109;NONE;NONE
2750;land;203;73;131;NONE;NONE
2751;land;204;33;105;NONE;NONE
2752;land;61;254;244;NONE;INC
2753;land;62;144;107;NONE;NONE
2754;land;225;102;20;NONE;NONE
2755;land;91;184;208;NONE;MNG
2756;land;117;127;4;NONE;NONE
2757;land;66;6;147;NONE;GEN
2758;land;201;124;233;NONE;NONE
2759;land;59;120;18;NONE;NONE
2760;land;187;184;62;NONE;POL
2761;land;95;129;192;NONE;NONE
2762;land;122;27;125;NONE;NONE
2763;land;14;26;101;NONE;NONE
2764;land;57;133;207;NONE;NONE
2765;land;209;163;72;NONE;KOL
2766;land;32;146;48;NONE;LUC
2767;land;248;10;122;NONE;KHA
2768;land;151;204;83;NONE;NONE
2769;land;237;178;212;NONE;NONE
2770;land;64;139;136;NONE;TIM
2771;land;24;25;181;NONE;NONE
2772;land;64;66;104;NONE;NONE
2773;land;236;158;61;NONE;NONE
2774;land;9;87;151;NONE;NONE
2775;land;21;103;77;NONE;NONE
2776;land;8;133;129;NONE;NONE
2777;land;112;243;62;NONE;NONE
2778;land;94;55;224;NONE;TUR
2779;land;61;164;41;NONE;DAN
2780;land;53;98;110;NONE;POM
2781;land;216;210;128;NONE;NONE
2782;land;33;171;111;NONE;KHA
2783;land;86;252;245;NONE;NOG
2784;land;112;170;58;NONE;KOR
2785;land;8;160;1;NONE;NONE
2786;land;29;240;115;NONE;NONE
2787;land;153;46;136;NONE;NONE
2788;land;191;200;62;NONE;MOS
2789;land;6;85;127;NONE;NONE
2790;land;128;162;230;NONE;NONE
2791;land;237;255;67;NONE;LIV
2792;land;216;154;238;NONE;ENG
2793;land;144;86;177;NONE;GOL
2794;land;111;220;103;NONE;KOL
2795;land;195;179;3;NONE;MOS
2796;land;102;88;175;NONE;KHA
2797;land;157;159;93;NONE;NONE
2798;land;96;240;252;NONE;NONE
2799;land;37;191;82;NONE;NONE
2800;land;61;146;124;NONE;NONE
2801;land;143;158;132;NONE;TUR
2802;land;175;92;157;NONE;CIR
2803;land;80;196;105;NONE;LIV
2804;land;111;206;126;NONE;DLI
2805;land;119;46;85;NONE;CAS
2806;land;34;181;161;NONE;LIE
2807;land;209;135;164;NONE;NONE
2808;land;62;57;38;NONE;NONE
2809;land;149;218;48;NONE;NONE
2810;land;4;168;51;NONE;NONE
2811;land;129;86;70;NONE;TIB
2812;land;205;254;178;NONE;NONE
2813;land;41;212;88;NONE;NONE
2814;land;122;28;146;NONE;NONE
2815;land;162;51;141;NONE;NONE
2816;land;38;37;231;NONE;NONE
2817;land;151;222;107;NONE;MNG
2818;land;157;132;242;NONE;TIB
2819;land;65;125;94;NONE;NONE
2820;land;222;23;198;NONE;NOV
2821;land;186;241;32;NONE;DLI
2822;land;93;232;207;NONE;NONE
2823;land;4;189;27;NONE;NONE
2824;land;188;70;253;NONE;NONE
2825;land;63;79;23;NONE;TUR
2826;land;187;203;119;NONE;OLD
2827;land;168;106;117;NONE;INC
2828;land;2;135;156;NONE;KHA
2829;land;185;114;132;NONE;EGY
2830;land;226;76;30;NONE;NONE
2831;land;49;193;73;NONE;EGY
2832;land;181;185;255;NONE;EGY
2833;land;88;152;97;NONE;NONE
2834;land;140;97;177;NONE;ARA
2835;land;44;240;206;NONE;NONE
2836;land;19;130;145;NONE;NONE
2837;land;75;218;117;NONE;DLI
2838;land;230;62;129;NONE;NONE
2839;land;31;106;156;NONE;NONE
2840;land;168;179;29;NONE;LIT
2841;land;250;231;73;NONE;NONE
2842;land;97;248;35;NONE;MNG
2843;land;217;146;141;NONE;NONE
2844;land;195;144;167;NONE;NONE
2845;land;74;6;184;NONE;TIM
2846;land;234;56;127;NONE;MNG
2847;land;253;136;104;NONE;MOL
2848;land;181;120;21;NONE;NONE
2849;land;107;44;136;NONE;NONE
2850;land;12;135;40;NONE;NONE
2851;land;26;165;182;NONE;NONE
2852;land;37;193;195;NONE;NONE
2853;land;25;195;8;NONE;TYR
2854;land;82;135;16;NONE;KHA
2855;land;215;99;116;NONE;NONE
2856;land;10;255;196;NONE;NOV
2857;land;2;37;190;NONE;NONE
2858;land;205;2;212;NONE;CRT
2859;land;157;106;69;NONE;NONE
2860;land;108;144;182;NONE;NONE
2861;land;186;17;75;NONE;NONE
2862;land;102;148;249;NONE;DLI
2863;land;19;17;84;NONE;NONE
2864;land;106;205;97;NONE;THU
2865;land;226;105;4;NONE;EGY
2866;land;89;61;194;NONE;NONE
2867;land;93;126;192;NONE;QAR
2868;land;178;228;225;NONE;TUN
2869;land;39;121;140;NONE;NONE
2870;land;195;233;22;NONE;KOR
2871;land;63;11;12;NONE;NONE
2872;land;190;3;190;NONE;NONE
2873;land;162;22;216;NONE;DLI
2874;land;253;139;36;NONE;TIB
2875;land;87;177;199;NONE;NONE
2876;land;196;98;154;NONE;VEN
2877;land;74;60;83;NONE;HOL
2878;land;223;174;63;NONE;NONE
2879;land;215;47;9;NONE;DLI
2880;land;111;168;139;NONE;NONE
2881;land;175;248;253;NONE;BRG
2882;land;67;1;149;NONE;TIM
2883;land;80;29;90;NONE;NONE
2884;land;188;199;240;NONE;LIT
2885;land;46;11;227;NONE;NONE
2886;land;176;67;148;NONE;TEU
2887;land;216;169;4;NONE;INC
2888;land;194;208;146;NONE;NONE
2889;land;67;209;125;NONE;TIB
2890;land;186;215;47;NONE;NONE
2891;land;221;70;75;NONE;NONE
2892;land;34;1;132;NONE;SWE
2893;land;149;166;150;NONE;NONE
2894;land;67;202;88;NONE;TUR
2895;land;11;253;129;NONE;TUR
2896;land;67;161;206;NONE;DLI
2897;land;157;237;117;NONE;NONE
2898;land;88;42;56;NONE;DLI
2899;land;221;29;119;NONE;NONE
2900;land;149;174;87;NONE;NONE
2901;land;176;139;49;NONE;NONE
2902;land;78;2;245;NONE;MNG
2903;land;206;132;150;NONE;MNG
2904;land;80;156;131;NONE;SWI
2905;land;184;182;210;NONE;LBV
2906;land;194;75;161;NONE;INC
2907;land;34;12;44;NONE;TIM
2908;land;184;109;175;NONE;NONE
2909;land;185;101;168;NONE;NOR
2910;land;80;215;226;NONE;DLI
2911;land;138;245;90;NONE;NONE
2912;land;179;216;58;NONE;CRI
2913;land;160;146;189;NONE;NONE
2914;land;138;251;73;NONE;HUN
2915;land;10;149;115;NONE;NONE
2916;land;250;179;72;NONE;MNG
2917;land;104;50;208;NONE;MOL
2918;land;199;105;30;NONE;NONE
2919;land;233;30;184;NONE;NONE
2920;land;152;56;197;NONE;NONE
2921;land;98;123;58;NONE;NONE
2922;land;41;50;132;NONE;NONE
2923;land;176;62;103;NONE;TUN
2924;land;68;240;153;NONE;NONE
2925;land;165;130;181;NONE;NONE
2926;land;42;197;58;NONE;NONE
2927;land;179;254;26;NONE;QAR
2928;land;212;11;37;NONE;SCO
2929;land;106;58;202;NONE;NOV
2930;land;105;146;194;NONE;SAX
2931;land;227;61;217;NONE;NOV
2932;land;171;4;129;NONE;NONE
2933;land;109;224;42;NONE;NONE
2934;land;2;164;5;NONE;NONE
2935;land;82;29;6;NONE;BOH
2936;land;77;92;190;NONE;NONE
2937;land;10;209;219;NONE;CAS
2938;land;78;219;50;NONE;NONE
2939;land;26;209;214;NONE;NONE
2940;land;37;79;96;NONE;NONE
2941;land;122;108;108;NONE;KHA
2942;land;165;152;38;NONE;DLI
2943;land;32;94;90;NONE;NONE
2944;land;138;143;63;NONE;NONE
2945;land;184;34;193;NONE;NONE
2946;land;239;81;104;NONE;TIM
2947;land;186;16;213;NONE;NONE
2948;land;46;37;76;NONE;NONE
2949;land;249;255;84;NONE;NONE
2950;land;151;114;82;NONE;DLI
2951;land;46;14;83;NONE;NOV
2952;land;156;135;76;NONE;CIR
2953;land;168;239;30;NONE;KHA
2954;land;130;132;196;NONE;NONE
2955;land;18;241;171;NONE;MNG
2956;land;43;170;231;NONE;NONE
2957;land;197;55;24;NONE;CRI
2958;land;197;1;41;NONE;NONE
2959;land;1;184;117;NONE;NONE
2960;land;241;197;48;NONE;MOR
2961;land;17;134;70;NONE;NONE
2962;land;116;198;111;NONE;NONE
2963;land;128;15;5;NONE;MNG
2964;land;207;245;143;NONE;NONE
2965;land;156;76;141;NONE;LIT
2966;land;146;179;170;NONE;NONE
2967;land;15;113;64;NONE;GEL
2968;land;171;45;219;NONE;BOS
2969;land;234;67;145;NONE;NONE
2970;land;138;199;134;NONE;NONE
2971;land;216;19;172;NONE;NONE
2972;land;89;167;221;NONE;NONE
2973;land;111;189;124;NONE;SWE
2974;land;215;2;37;NONE;DLI
2975;land;180;24;110;NONE;NONE
2976;land;14;224;141;NONE;NONE
2977;land;141;110;100;NONE;DLI
2978;land;131;210;50;NONE;QAR
2979;land;42;24;94;NONE;NONE
2980;land;107;113;7;NONE;NONE
2981;land;8;226;69;NONE;NONE
2982;land;107;121;31;NONE;LIT
2983;land;89;119;73;NONE;NONE
2984;land;50;100;109;NONE;NONE
2985;land;227;25;233;NONE;BOH
2986;land;210;175;149;NONE;NONE
2987;land;154;230;207;NONE;NONE
2988;land;52;249;168;NONE;CRI
2989;land;13;3;110;NONE;NONE
2990;land;236;27;190;NONE;NONE
2991;land;90;210;219;NONE;MNG
2992;land;201;223;113;NONE;BUR
2993;land;86;68;182;NONE;NONE
2994;land;84;23;11;NONE;INC
2995;land;155;219;190;NONE;NONE
2996;land;191;236;219;NONE;NONE
2997;land;231;67;201;NONE;NONE
2998;land;193;149;213;NONE;NONE
2999;land;191;143;129;NONE;NONE
